cas seul collage à 0 de Part_conveyor,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,10,610338,1,10,0,1,2134685,1,10,0,2,2134685,1,10,0,10,2134685,0,1,0,12,199040,0,2,0,12,199040,0,10,0,12,199040
cas seul et NCT collage à 0 de Detected,-1,-1,1,2,-1,1,2,1,10,610338,1,10,1,1,339800,1,1,0,1,1794885,1,1,0,2,1794885,1,1,0,10,1794885,0,1,0,12,199040,0,2,0,12,199040,0,10,0,12,199040
cas plusieurs collage à 1 de Part_at_place,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,10,610338,1,10,1,1,339800,1,1,0,1,1794885,1,1,0,2,1794885,0,1,0,12,199040,0,2,0,12,199040
cas plusieurs collage à 1 de Grab,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,10,610338,1,10,1,1,339800,1,1,0,1,1794885,1,1,0,10,1794885,0,1,0,12,199040,0,10,0,12,199040
cas seul collage à 0 de Part_at_place,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,1,950138,1,1,0,1,1794885,1,1,0,2,1794885,1,1,0,10,1794885,0,1,0,12,199040,0,2,0,12,199040,0,10,0,12,199040
cas plusieurs collage à 1 de Part_conveyor,-1,-1,1,12,-1,1,12,1,2,360609,1,2,1,10,610338,1,10,1,1,339800,1,1,0,2,1794885,1,1,0,10,1794885,0,2,0,12,199040,0,10,0,12,199040
cas seul collage à 0 de Grab,-1,-1,1,12,-1,1,12,1,10,970947,1,10,1,1,339800,1,1,0,1,1794885,1,1,0,2,1794885,1,1,0,10,1794885,0,1,0,12,199040,0,2,0,12,199040,0,10,0,12,199040
cas seul collage à 0 de C_plus,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,10,225859,1,10,1,1,23986,1,1,0,13,726009,0,13,1,13,172010,1,13,0,2,1305009,1,13,0,3,1305009
cas seul collage à 0 de Part_conveyor,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,10,225859,1,10,1,3,300815,1,3,0,13,449180,0,13,1,13,172010,1,13,0,2,1305009,1,13,0,3,1305009
cas seul et NCT collage à 0 de Detected,-1,-1,1,2,-1,1,2,1,10,225859,1,10,1,1,23986,1,1,1,3,276829,1,3,0,13,449180,0,13,1,13,172010,1,13,0,2,1305009,1,13,0,3,1305009
cas seul collage à 0 de C_limit,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,10,225859,1,10,1,1,23986,1,1,1,3,276829,1,3,0,13,449180,0,13,0,2,1477019,0,13,0,3,1477019
cas plusieurs collage à 1 de Grab,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,10,225859,1,10,1,1,23986,1,1,1,3,276829,1,3,0,13,449180,0,13,1,13,172010,1,13,0,3,1305009
cas seul collage à 0 de Part_at_place,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,1,249845,1,1,1,3,276829,1,3,0,13,449180,0,13,1,13,172010,1,13,0,2,1305009,1,13,0,3,1305009
cas seul collage à 0 de Grab,-1,-1,1,12,-1,1,12,1,10,267673,1,10,1,1,23986,1,1,1,3,276829,1,3,0,13,449180,0,13,1,13,172010,1,13,0,2,1305009,1,13,0,3,1305009
cas seul collage à 1 de C_limit,-1,-1,1,12,-1,1,12,1,2,41814,1,2,1,10,225859,1,10,1,1,23986,1,1,1,3,276829,1,3,1,13,621190,1,13,0,2,1305009,1,13,0,3,1305009
cas seul collage à 0 de Detected,-1,-1,0,13,-1,0,13,0,12,197062,0,12,0,10,43794,0,10,0,1,15993,0,1,1,0,175896,1,0,1,13,224367,1,13,1,11,1928305,1,11,0,0,15990,0,0,0,11,226288,0,11,1,2,2009739,1,2,1,10,222862,1,10,1,1,239996
cas seul collage à 1 de Detected,-1,-1,0,13,-1,0,13,0,10,240856,0,10,0,1,15993,0,1,1,0,175896,1,0,1,13,224367,1,13,1,11,1928305,1,11,0,0,15990,0,0,0,11,226288,0,11,1,12,1688937,1,12,1,2,320802,1,2,1,10,222862,1,10,1,1,239996
